Attachment URL,ID,Title,Description,Status,Address,Location,Zip Code,Date Created,Num Of Comments,Num Of Followers,Num Of Supporters,Latitude,Longitude,Rank,User
NA,171105,Graffiti,This request was submitted to NYC 311 without a description.,submitted,351 East 138 Street,,0,1381462977,0,0,0,40.809739,-73.924371,0,nyc311
NA,171106,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381462920,0,0,0,40.717299,-74.001566,0,nyc311
NA,171108,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381462920,0,0,0,40.702511,-73.956353,0,nyc311
NA,171107,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381462920,0,0,0,40.700108,-73.953819,0,nyc311
NA,171109,22 Weeds,This request was submitted to NYC 311 without a description.,submitted,97 Ann Street,,0,1381462800,0,0,0,40.63872,-74.132293,0,nyc311
NA,171110,Plate Condition - Shifted,This request was submitted to NYC 311 without a description.,submitted,1299 East 93 Street,,0,1381462732,0,0,0,40.639116,-73.900931,0,nyc311
NA,171111,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,315 West 34 Street,,0,1381462620,0,0,0,40.752498,-73.994167,0,nyc311
NA,171112,Noise: air condition/ventilation equipment (NV1),This request was submitted to NYC 311 without a description.,submitted,701 West 168 Street,,0,1381462380,0,0,0,40.842195,-73.942343,0,nyc311
NA,171113,"Taste/Odor, Musty/Stale (QA4)",This request was submitted to NYC 311 without a description.,submitted,1385 York Avenue,,0,1381462320,0,0,0,40.76793,-73.952974,0,nyc311
NA,171114,Noise: air condition/ventilation equipment (NV1),This request was submitted to NYC 311 without a description.,submitted,49 Division Street,,0,1381462140,0,0,0,40.71417,-73.995339,0,nyc311
NA,171115,With License Plate,This request was submitted to NYC 311 without a description.,submitted,1687 East 46 Street,,0,1381462007,0,0,0,40.61943,-73.930825,0,nyc311
NA,171116,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381461944,0,0,0,40.744801,-73.991418,0,nyc311
NA,171117,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381461900,0,0,0,40.701945,-73.955722,0,nyc311
NA,171118,Graffiti,This request was submitted to NYC 311 without a description.,submitted,257 Alexander Avenue,,0,1381461876,0,0,0,40.810346,-73.924941,0,nyc311
NA,171119,Other (Explain Below),This request was submitted to NYC 311 without a description.,submitted,315 West 33 Street,,0,1381461867,0,0,0,40.751831,-73.994651,0,nyc311
NA,171121,Noise: Jack Hammering (NC2),This request was submitted to NYC 311 without a description.,submitted,,,0,1381461840,0,0,0,40.752936,-73.985487,0,nyc311
NA,171120,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381461840,0,0,0,40.760927,-73.994528,0,nyc311
NA,171122,Graffiti,This request was submitted to NYC 311 without a description.,submitted,353 East 138 Street,,0,1381461835,0,0,0,40.809712,-73.924309,0,nyc311
NA,171123,Graffiti,This request was submitted to NYC 311 without a description.,submitted,389 East 138 Street,,0,1381461808,0,0,0,40.80928,-73.923277,0,nyc311
NA,171124,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,75-07 188 Street,,0,1381461720,0,0,0,40.730872,-73.781939,0,nyc311
NA,171125,Loud Music/Party,This request was submitted to NYC 311 without a description.,received,3523 Church Avenue,,0,1381461666,0,0,0,40.651088,-73.944473,0,nyc311
NA,171126,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381461660,0,0,0,40.760927,-73.994528,0,nyc311
NA,171127,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,46-15 Center Boulevard,,0,1381461457,0,0,0,40.747223,-73.956389,0,nyc311
NA,171128,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381461345,0,0,0,40.742482,-73.912892,0,nyc311
NA,171129,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,430 West 34 Street,,0,1381461221,0,0,0,40.753816,-73.997354,0,nyc311
NA,171130,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,88 White Street,,0,1381461180,0,0,0,40.717508,-74.00197,0,nyc311
NA,171131,Graffiti,This request was submitted to NYC 311 without a description.,submitted,112 Lincoln Avenue,,0,1381461172,0,0,0,40.807895,-73.929394,0,nyc311
NA,171132,Graffiti,This request was submitted to NYC 311 without a description.,submitted,131 Lincoln Avenue,,0,1381461157,0,0,0,40.808123,-73.929253,0,nyc311
NA,171133,Graffiti,This request was submitted to NYC 311 without a description.,submitted,134 Alexander Avenue,,0,1381461107,0,0,0,40.807331,-73.927119,0,nyc311
NA,171134,Graffiti,This request was submitted to NYC 311 without a description.,submitted,440 East 139 Street,,0,1381461083,0,0,0,40.809128,-73.920878,0,nyc311
NA,171135,No Access,This request was submitted to NYC 311 without a description.,received,947 East 48 Street,,0,1381461079,0,0,0,40.638257,-73.930881,0,nyc311
NA,171136,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,West   44 Street,,0,1381461060,0,0,0,40.760326,-73.993109,0,nyc311
NA,171137,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,2395 Tiebout Avenue,,0,1381460880,0,0,0,40.859065,-73.896088,0,nyc311
NA,171138,Partial Access,This request was submitted to NYC 311 without a description.,received,1521 East 19 Street,,0,1381460739,0,0,0,40.612775,-73.955158,0,nyc311
NA,171139,Other,This request was submitted to NYC 311 without a description.,submitted,,,0,1381460175,0,0,0,40.71074,-73.945476,0,nyc311
NA,171140,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381460100,0,0,0,40.702511,-73.956353,0,nyc311
NA,171141,Entire Tree Has Fallen Down,This request was submitted to NYC 311 without a description.,submitted,458 Watchogue Road,,0,1381460091,0,0,0,40.617081,-74.147537,0,nyc311
NA,171142,15 Street Cond/Dump-Out/Drop-Off,This request was submitted to NYC 311 without a description.,submitted,382 Montreal Avenue,,0,1381460040,0,0,0,40.558172,-74.124299,0,nyc311
NA,171144,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,3411 Country Club Road,,0,1381459980,0,0,0,40.839803,-73.81559,0,nyc311
NA,171143,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,4652 Bedford Avenue,,0,1381459980,0,0,0,40.58807,-73.944399,0,nyc311
NA,171145,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,2538 7 Avenue,,0,1381459860,0,0,0,40.823032,-73.938071,0,nyc311
NA,171146,Noise: air condition/ventilation equipment (NV1),This request was submitted to NYC 311 without a description.,submitted,153 West 60 Street,,0,1381459800,0,0,0,40.770486,-73.985786,0,nyc311
NA,171148,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381459740,0,0,0,40.708133,-74.016624,0,nyc311
NA,171147,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,50 West   44 Street,,0,1381459740,0,0,0,40.761067,-73.994867,0,nyc311
NA,171149,No Access,This request was submitted to NYC 311 without a description.,received,1268 East 12 Street,,0,1381459647,0,0,0,40.618745,-73.963025,0,nyc311
NA,171150,E3 Dirty Sidewalk,This request was submitted to NYC 311 without a description.,submitted,110 East 49 Street,,0,1381459560,0,0,0,40.756316,-73.973896,0,nyc311
NA,171151,Noise: Jack Hammering (NC2),This request was submitted to NYC 311 without a description.,submitted,,,0,1381459500,0,0,0,40.707464,-74.017122,0,nyc311
NA,171152,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,70 Battery Place,,0,1381459440,0,0,0,40.707046,-74.017439,0,nyc311
NA,171153,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,Southbeach Boardwalk,,0,1381459440,0,0,0,40.783147,-73.971277,0,nyc311
NA,171154,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,141 West 16 Street,,0,1381459398,0,0,0,40.739213,-73.997106,0,nyc311
NA,171155,Graffiti,This request was submitted to NYC 311 without a description.,submitted,1405 Prospect Avenue,,0,1381459381,0,0,0,40.832238,-73.896647,0,nyc311
NA,171156,Banging/Pounding,This request was submitted to NYC 311 without a description.,received,,,0,1381459359,0,0,0,40.786041,-73.915236,0,nyc311
NA,171157,"Noise, Barking Dog (NR5)",This request was submitted to NYC 311 without a description.,submitted,79-11 146 Street,,0,1381459320,0,0,0,40.718759,-73.816575,0,nyc311
NA,171158,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381459320,0,0,0,40.708133,-74.016624,0,nyc311
NA,171161,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,152 South 2 Street,,0,1381459260,0,0,0,40.713071,-73.961562,0,nyc311
NA,171160,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381459260,0,0,0,40.707464,-74.017122,0,nyc311
NA,171159,Noise: Jack Hammering (NC2),This request was submitted to NYC 311 without a description.,submitted,30 West   33 Street,,0,1381459260,0,0,0,40.752122,-73.995369,0,nyc311
NA,171162,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,Bryant Park,,0,1381459080,0,0,0,40.783147,-73.971277,0,nyc311
NA,171163,Noise: Construction Equipment (NC1),This request was submitted to NYC 311 without a description.,submitted,52 Taunton Street,,0,1381458840,0,0,0,40.554178,-74.136854,0,nyc311
NA,171164,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381458829,0,0,0,40.767119,-73.956495,0,nyc311
NA,171165,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,6 Battery Place,,0,1381458720,0,0,0,40.707151,-74.017349,0,nyc311
NA,171166,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381458606,0,0,0,40.775562,-73.950337,0,nyc311
NA,171167,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,70 Battery Place,,0,1381458600,0,0,0,40.707046,-74.017439,0,nyc311
NA,171168,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,6 Battery Place,,0,1381458540,0,0,0,40.707151,-74.017349,0,nyc311
NA,171169,E12 Illegal Dumping Surveillance,This request was submitted to NYC 311 without a description.,submitted,,,0,1381458480,0,0,0,40.634947,-73.932499,0,nyc311
NA,171171,Noise: Construction Equipment (NC1),This request was submitted to NYC 311 without a description.,submitted,70 Battery Place,,0,1381458420,0,0,0,40.707046,-74.017439,0,nyc311
NA,171170,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,91-58 112 Street,,0,1381458420,0,0,0,40.693707,-73.834559,0,nyc311
NA,171172,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381458413,0,0,0,40.732619,-73.981501,0,nyc311
NA,171173,Partial Access,This request was submitted to NYC 311 without a description.,received,1696 Grand Avenue,,0,1381457935,0,0,0,40.848326,-73.914156,0,nyc311
NA,171174,Entire Tree Has Fallen Down,This request was submitted to NYC 311 without a description.,submitted,1093 Jerome Avenue,,0,1381457812,0,0,0,40.834022,-73.924647,0,nyc311
NA,171175,Chemical Vapors/Gases/Odors,This request was submitted to NYC 311 without a description.,submitted,914 Lorimer Street,,0,1381457283,0,0,0,40.723844,-73.951837,0,nyc311
NA,171176,Branch Cracked and Will Fall,This request was submitted to NYC 311 without a description.,submitted,33 Clara Street,,0,1381457078,0,0,0,40.643829,-73.98185,0,nyc311
NA,171177,Branch Cracked and Will Fall,This request was submitted to NYC 311 without a description.,submitted,90-26 217 Street,,0,1381456870,0,0,0,40.724629,-73.74406,0,nyc311
NA,171178,"Noise, Barking Dog (NR5)",This request was submitted to NYC 311 without a description.,submitted,2316 Brigham Street,,0,1381456680,0,0,0,40.596085,-73.934313,0,nyc311
NA,171179,Noise: Private Carting Noise (NQ1),This request was submitted to NYC 311 without a description.,submitted,400 West 12 Street,,0,1381456560,0,0,0,40.737555,-74.009573,0,nyc311
NA,171180,"No Parking, Standing, Stopping",This request was submitted to NYC 311 without a description.,submitted,2475 Flatbush Avenue,,0,1381456461,0,0,0,40.610071,-73.922764,0,nyc311
NA,171181,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,West   31 Street,,0,1381455900,0,0,0,40.747035,-73.98713,0,nyc311
NA,171182,"No Parking, Standing, Stopping",This request was submitted to NYC 311 without a description.,submitted,560 Remsen Avenue,,0,1381455785,0,0,0,40.652959,-73.920166,0,nyc311
NA,171183,Branch or Limb Has Fallen Down,This request was submitted to NYC 311 without a description.,submitted,77-18 251 Street,,0,1381455682,0,0,0,40.744458,-73.719902,0,nyc311
NA,171184,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,,,0,1381455565,0,0,0,40.763645,-73.977687,0,nyc311
NA,171186,Controller,This request was submitted to NYC 311 without a description.,submitted,,,0,1381455540,0,0,0,40.694792,-73.994299,0,nyc311
NA,171185,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,,,0,1381455540,0,0,0,40.783147,-73.971277,0,nyc311
NA,171187,One Way,This request was submitted to NYC 311 without a description.,submitted,,,0,1381455531,0,0,0,40.665075,-73.996568,0,nyc311
NA,171188,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,22 Grand Street,,0,1381455360,0,0,0,40.718617,-73.995256,0,nyc311
NA,171190,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,West   31 Street,,0,1381455180,0,0,0,40.747035,-73.98713,0,nyc311
NA,171189,E3 Dirty Sidewalk,This request was submitted to NYC 311 without a description.,submitted,215 Pacific Street,,0,1381455180,0,0,0,40.688904,-73.991937,0,nyc311
NA,171191,Stop,This request was submitted to NYC 311 without a description.,submitted,,,0,1381455116,0,0,0,40.669008,-73.996402,0,nyc311
NA,171192,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,18 West   10 Street,,0,1381455060,0,0,0,40.73413,-74.003767,0,nyc311
NA,171193,"No Parking, Standing, Stopping",This request was submitted to NYC 311 without a description.,submitted,160 Pierrepont Street,,0,1381454806,0,0,0,40.694635,-73.991003,0,nyc311
NA,171194,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,87 Beaver Street,,0,1381454760,0,0,0,40.705387,-74.008519,0,nyc311
NA,171195,Defective Hardware,This request was submitted to NYC 311 without a description.,submitted,952 First Avenue,,0,1381454648,0,0,0,40.755367,-73.965057,0,nyc311
NA,171196,Stop,This request was submitted to NYC 311 without a description.,submitted,,,0,1381454503,0,0,0,40.599447,-73.943669,0,nyc311
NA,171197,14B Derelict Bicycle,This request was submitted to NYC 311 without a description.,submitted,241 Dekalb Avenue,,0,1381454460,0,0,0,40.689494,-73.969577,0,nyc311
NA,171198,Defective Hardware,This request was submitted to NYC 311 without a description.,submitted,,,0,1381454415,0,0,0,40.708228,-74.006532,0,nyc311
NA,171199,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381454400,0,0,0,40.705543,-74.009067,0,nyc311
NA,171200,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,3456 Nostrand Avenue,,0,1381454349,0,0,0,40.599613,-73.941743,0,nyc311
NA,171201,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,3457 Nostrand Avenue,,0,1381454190,0,0,0,40.599712,-73.941742,0,nyc311
NA,171202,Driver Complaint,This request was submitted to NYC 311 without a description.,submitted,211 East 80 Street,,0,1381454160,0,0,0,40.774763,-73.956295,0,nyc311
NA,171203,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,625 Avenue V,,0,1381454033,0,0,0,40.595788,-73.964453,0,nyc311
NA,171204,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,804 Avenue V,,0,1381453788,0,0,0,40.596004,-73.962393,0,nyc311
NA,171205,Branch or Limb Has Fallen Down,This request was submitted to NYC 311 without a description.,submitted,2023 Bedford Avenue,,0,1381453630,0,0,0,40.655374,-73.956081,0,nyc311
NA,171206,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,1112 Avenue V,,0,1381453617,0,0,0,40.596185,-73.960733,0,nyc311
NA,171207,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,Foster Ave,,0,1381453560,0,0,0,40.651341,-73.950509,0,nyc311
NA,171208,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,1113 Avenue V,,0,1381453505,0,0,0,40.596201,-73.960736,0,nyc311
NA,171209,E1 Improper Disposal,This request was submitted to NYC 311 without a description.,submitted,79-08 154 Street,,0,1381453440,0,0,0,40.720615,-73.810281,0,nyc311
NA,171210,Branch or Limb Has Fallen Down,This request was submitted to NYC 311 without a description.,submitted,2025 Bedford Avenue,,0,1381453430,0,0,0,40.654982,-73.956301,0,nyc311
NA,171212,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,1204 Avenue V,,0,1381453380,0,0,0,40.596319,-73.959526,0,nyc311
NA,171213,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,1205 Avenue V,,0,1381453264,0,0,0,40.596335,-73.959523,0,nyc311
NA,171214,E3 Dirty Sidewalk,This request was submitted to NYC 311 without a description.,submitted,2023 Bedford Avenue,,0,1381453140,0,0,0,40.65538,-73.956326,0,nyc311
NA,171215,Sewage Odor,This request was submitted to NYC 311 without a description.,submitted,2037 East 1 Street,,0,1381453050,0,0,0,40.598614,-73.9708,0,nyc311
NA,171216,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,1247 Avenue V,,0,1381452952,0,0,0,40.596447,-73.958478,0,nyc311
NA,171218,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,41 Madison Avenue,,0,1381452900,0,0,0,40.742616,-73.986698,0,nyc311
NA,171219,Stop,This request was submitted to NYC 311 without a description.,submitted,,,0,1381452833,0,0,0,40.600428,-73.984948,0,nyc311
NA,171220,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,8524 10 Avenue,,0,1381452663,0,0,0,40.618469,-74.020107,0,nyc311
NA,171221,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,140 Wadsworth Avenue,,0,1381452600,0,0,0,40.849341,-73.935339,0,nyc311
NA,171222,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,-999 Bronx Park Ave E,,0,1381452480,0,0,0,40.850209,-73.866524,0,nyc311
NA,171223,Blocked Sidewalk,This request was submitted to NYC 311 without a description.,submitted,77-38 171 Street,,0,1381452451,0,0,0,40.724181,-73.797774,0,nyc311
NA,171224,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,6913 8 Avenue,,0,1381452427,0,0,0,40.630215,-74.015034,0,nyc311
NA,171225,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,43 Avenue,,0,1381452420,0,0,0,40.745419,-73.86869,0,nyc311
NA,171226,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,-999 Bronx Park Ave E,,0,1381452360,0,0,0,40.850209,-73.866524,0,nyc311
NA,171227,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,6714 8 Avenue,,0,1381452140,0,0,0,40.631346,-74.013885,0,nyc311
NA,171228,Partial Access,This request was submitted to NYC 311 without a description.,submitted,152-72 Melbourne Avenue,,0,1381452138,0,0,0,40.733846,-73.815721,0,nyc311
NA,171229,Street Cleaning - ASP,This request was submitted to NYC 311 without a description.,submitted,6215 8 Avenue,,0,1381452021,0,0,0,40.634212,-74.010881,0,nyc311
NA,171230,E12 Illegal Dumping Surveillance,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451820,0,0,0,40.763416,-73.928427,0,nyc311
NA,171232,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,1737 76 Street,,0,1381451640,0,0,0,40.613646,-73.998015,0,nyc311
NA,171231,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,,,0,1381451640,0,0,0,40.705148,-74.009983,0,nyc311
NA,171234,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,6 Beaver Street,,0,1381451580,0,0,0,40.705227,-74.009507,0,nyc311
NA,171233,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,222 Livingston Street,,0,1381451580,0,0,0,40.689423,-73.985223,0,nyc311
NA,171236,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,6 Beaver Street,,0,1381451520,0,0,0,40.705227,-74.009507,0,nyc311
NA,171235,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451520,0,0,0,40.814999,-73.894015,0,nyc311
NA,171237,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,731 Kelly Street,,0,1381451460,0,0,0,40.816582,-73.899677,0,nyc311
NA,171238,Dead/Dying Tree,This request was submitted to NYC 311 without a description.,submitted,93-10 101 Avenue,,0,1381451434,0,0,0,40.683844,-73.847462,0,nyc311
NA,171239,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451400,0,0,0,40.817685,-73.898519,0,nyc311
NA,171241,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,87 Beaver Street,,0,1381451340,0,0,0,40.705387,-74.008519,0,nyc311
NA,171240,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451340,0,0,0,40.816305,-73.899948,0,nyc311
NA,171243,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451280,0,0,0,40.815878,-73.900505,0,nyc311
NA,171242,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,20 Exchange Place,,0,1381451280,0,0,0,40.705634,-74.009378,0,nyc311
NA,171245,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451220,0,0,0,40.815289,-73.902609,0,nyc311
NA,171244,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,3 Hanover Square,,0,1381451220,0,0,0,40.704813,-74.009626,0,nyc311
NA,171246,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451160,0,0,0,40.815076,-73.903469,0,nyc311
NA,171247,Noise: Alarms (NR3),This request was submitted to NYC 311 without a description.,submitted,70 Washington Street,,0,1381451100,0,0,0,40.702181,-73.989656,0,nyc311
NA,171248,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,1420 Vyse Avenue,,0,1381451100,0,0,0,40.830807,-73.889501,0,nyc311
NA,171249,Smoking Violation,This request was submitted to NYC 311 without a description.,submitted,97 Nassau Avenue,,0,1381451065,0,0,0,40.723964,-73.950235,0,nyc311
NA,171250,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381451040,0,0,0,40.818506,-73.902109,0,nyc311
NA,171251,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381450980,0,0,0,40.817805,-73.900878,0,nyc311
NA,171252,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381450920,0,0,0,40.818595,-73.900024,0,nyc311
NA,171253,Dead/Dying Tree,This request was submitted to NYC 311 without a description.,submitted,107-44 105 Street,,0,1381450818,0,0,0,40.680569,-73.835269,0,nyc311
NA,171254,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381450800,0,0,0,40.819551,-73.901663,0,nyc311
NA,171255,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,850 Longwood Avenue,,0,1381450740,0,0,0,40.819375,-73.901378,0,nyc311
NA,171256,Smoking Violation,This request was submitted to NYC 311 without a description.,submitted,693 East 189 Street,,0,1381450621,0,0,0,40.856149,-73.883498,0,nyc311
NA,171257,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,188 East 78 Street,,0,1381450200,0,0,0,40.773784,-73.958245,0,nyc311
NA,171258,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,2318 Belmont Avenue,,0,1381450140,0,0,0,40.853108,-73.886909,0,nyc311
NA,171259,Dead/Dying Tree,This request was submitted to NYC 311 without a description.,submitted,14-22 30 Drive,,0,1381449925,0,0,0,40.768982,-73.930988,0,nyc311
NA,171260,Blocked - Construction,This request was submitted to NYC 311 without a description.,submitted,522 West 123 Street,,0,1381449906,0,0,0,40.811692,-73.958854,0,nyc311
NA,171261,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,,,0,1381449900,0,0,0,40.697141,-73.759889,0,nyc311
NA,171262,Lead Kit Request (Residential) (L10),This request was submitted to NYC 311 without a description.,submitted,215 East 24 Street,,0,1381449780,0,0,0,40.739267,-73.982098,0,nyc311
NA,171263,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,,,0,1381449540,0,0,0,40.651341,-73.950509,0,nyc311
NA,171264,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,1369 Dean Street,,0,1381449420,0,0,0,40.676528,-73.943327,0,nyc311
NA,171265,Metal Protruding - Sign Stump,This request was submitted to NYC 311 without a description.,submitted,416 Lorimer Street,,0,1381449328,0,0,0,40.70935,-73.948583,0,nyc311
NA,171266,Noise: Alarms (NR3),This request was submitted to NYC 311 without a description.,submitted,22-59 37 Street,,0,1381449060,0,0,0,40.772787,-73.908783,0,nyc311
NA,171267,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381448820,0,0,0,40.817196,-73.895315,0,nyc311
NA,171268,"No Parking, Standing, Stopping",This request was submitted to NYC 311 without a description.,submitted,Clymer Street,,0,1381448779,0,0,0,40.651341,-73.950509,0,nyc311
NA,171269,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381448760,0,0,0,40.820409,-73.896969,0,nyc311
NA,171270,Noise: Construction Before/After Hours (NM1),This request was submitted to NYC 311 without a description.,submitted,188 East 78 Street,,0,1381448580,0,0,0,40.773784,-73.958245,0,nyc311
NA,171271,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,,,0,1381448400,0,0,0,40.737081,-73.902774,0,nyc311
NA,171272,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,1123 Hancock Street,,0,1381448160,0,0,0,40.690028,-73.91335,0,nyc311
NA,171273,Street Light Out,This request was submitted to NYC 311 without a description.,submitted,54 Street,,0,1381448100,0,0,0,40.628983,-73.989444,0,nyc311
NA,171274,No Access,This request was submitted to NYC 311 without a description.,received,123 Erasmus Street,,0,1381447895,0,0,0,40.649707,-73.951652,0,nyc311
NA,171279,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.704158,-73.918937,0,nyc311
NA,171275,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.682484,-73.863705,0,nyc311
NA,171298,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.802752,-73.933575,0,nyc311
NA,171297,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.68439,-74.003011,0,nyc311
NA,171293,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.651341,-73.950509,0,nyc311
NA,171291,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,97-17 85 Street,,0,1381447800,0,0,0,40.68289,-73.855076,0,nyc311
NA,171288,E15 Illegal Postering,This request was submitted to NYC 311 without a description.,submitted,,,0,1381447800,0,0,0,40.8037,-73.935817,0,nyc311
